split,first_layer,second_layer,sample_index,source_window_index,nll
calibration,10,,0,720,3.107595205307007
calibration,10,,1,3796,3.0688247680664062
calibration,10,,2,2979,2.4863505363464355
calibration,10,,3,3195,2.5925068855285645
calibration,10,,4,3348,2.7000200748443604
calibration,10,,5,636,2.577144145965576
calibration,10,,6,655,2.66023325920105
calibration,10,,7,4470,2.7351672649383545
calibration,10,,8,3767,2.4086661338806152
calibration,10,,9,1123,2.6266283988952637
calibration,10,,10,1907,2.706718683242798
calibration,10,,11,4325,2.8300909996032715
calibration,10,,12,3374,2.8485589027404785
calibration,10,,13,552,2.3236618041992188
calibration,10,,14,1983,2.639676570892334
calibration,10,,15,279,2.5980777740478516
calibration,10,,16,3116,2.8724539279937744
calibration,10,,17,3247,3.0617172718048096
calibration,10,,18,4798,2.882178544998169
calibration,10,,19,2782,2.344022274017334
calibration,10,,20,2029,2.824861764907837
calibration,10,,21,3681,2.64044189453125
calibration,10,,22,252,2.0548717975616455
calibration,10,,23,2694,2.5052220821380615
calibration,10,,24,1696,2.965656042098999
calibration,10,,25,1,3.0582761764526367
calibration,10,,26,1432,2.6132826805114746
calibration,10,,27,3131,2.858332872390747
calibration,10,,28,4718,2.980008602142334
calibration,10,,29,2055,2.5412096977233887
calibration,10,,30,4817,2.8105897903442383
calibration,10,,31,2110,2.601261615753174
calibration,10,,32,4972,2.479133129119873
calibration,10,,33,3779,2.1390793323516846
calibration,10,,34,4553,1.3887370824813843
calibration,10,,35,4505,2.3290469646453857
calibration,10,,36,779,2.729416847229004
calibration,10,,37,375,2.684782028198242
calibration,10,,38,3175,2.688333034515381
calibration,10,,39,1099,2.5343239307403564
calibration,10,,40,3387,3.203360080718994
calibration,10,,41,3081,1.9059299230575562
calibration,10,,42,461,2.367295265197754
calibration,10,,43,429,2.811779260635376
calibration,10,,44,2649,2.7314043045043945
calibration,10,,45,1815,2.594184637069702
calibration,10,,46,4318,2.682171583175659
calibration,10,,47,226,2.8763227462768555
calibration,10,,48,4210,2.581450939178467
calibration,10,,49,892,2.518045663833618
calibration,10,,50,2021,2.758247137069702
calibration,10,,51,2579,2.2200539112091064
calibration,10,,52,2843,2.7337796688079834
calibration,10,,53,2661,2.0858490467071533
calibration,10,,54,426,2.9442896842956543
calibration,10,,55,768,3.1720683574676514
calibration,10,,56,2163,2.634345054626465
calibration,10,,57,2378,2.6102631092071533
calibration,10,,58,1777,3.0271785259246826
calibration,10,,59,2019,2.623321533203125
calibration,10,,60,611,2.658491373062134
calibration,10,,61,1632,2.8154385089874268
calibration,10,,62,1668,2.107224464416504
calibration,10,,63,2131,2.1532304286956787
calibration,10,,64,4582,1.045525074005127
calibration,10,,65,3185,2.3531789779663086
calibration,10,,66,3604,2.454326868057251
calibration,10,,67,2688,2.47855806350708
calibration,10,,68,1024,2.5922176837921143
calibration,10,,69,3447,2.825432300567627
calibration,10,,70,1624,2.582524061203003
calibration,10,,71,683,2.1143300533294678
calibration,10,,72,3712,2.8493571281433105
calibration,10,,73,4597,2.1117403507232666
calibration,10,,74,2003,2.5002329349517822
calibration,10,,75,38,2.691384792327881
calibration,10,,76,2557,2.3728811740875244
calibration,10,,77,648,2.893016815185547
calibration,10,,78,2091,2.199631929397583
calibration,10,,79,2261,2.958188056945801
calibration,10,,80,2086,2.792832851409912
calibration,10,,81,4297,2.7859714031219482
calibration,10,,82,3993,2.2014191150665283
calibration,10,,83,559,2.4412622451782227
calibration,10,,84,3219,2.9305226802825928
calibration,10,,85,3324,2.7503669261932373
calibration,10,,86,4366,2.808462381362915
calibration,10,,87,323,2.7803125381469727
calibration,10,,88,3151,2.5110507011413574
calibration,10,,89,2912,2.2808284759521484
calibration,10,,90,2892,2.907750129699707
calibration,10,,91,1031,3.122745990753174
calibration,10,,92,2905,1.7877596616744995
calibration,10,,93,1747,2.810638904571533
calibration,10,,94,1426,2.7226643562316895
calibration,10,,95,1288,2.5023438930511475
calibration,12,,0,720,3.1014435291290283
calibration,12,,1,3796,3.014821767807007
calibration,12,,2,2979,2.476572036743164
calibration,12,,3,3195,2.6168761253356934
calibration,12,,4,3348,2.7051544189453125
calibration,12,,5,636,2.6006436347961426
calibration,12,,6,655,2.6493008136749268
calibration,12,,7,4470,2.7432079315185547
calibration,12,,8,3767,2.4145874977111816
calibration,12,,9,1123,2.6149141788482666
calibration,12,,10,1907,2.7042412757873535
calibration,12,,11,4325,2.83467960357666
calibration,12,,12,3374,2.883125066757202
calibration,12,,13,552,2.308074712753296
calibration,12,,14,1983,2.6705100536346436
calibration,12,,15,279,2.612682580947876
calibration,12,,16,3116,2.866321086883545
calibration,12,,17,3247,3.0680606365203857
calibration,12,,18,4798,2.9116406440734863
calibration,12,,19,2782,2.3619868755340576
calibration,12,,20,2029,2.821726083755493
calibration,12,,21,3681,2.675055742263794
calibration,12,,22,252,2.0605759620666504
calibration,12,,23,2694,2.4925875663757324
calibration,12,,24,1696,2.945770740509033
calibration,12,,25,1,3.0620760917663574
calibration,12,,26,1432,2.6362509727478027
calibration,12,,27,3131,2.878324270248413
calibration,12,,28,4718,2.9124093055725098
calibration,12,,29,2055,2.546600103378296
calibration,12,,30,4817,2.8250560760498047
calibration,12,,31,2110,2.550835371017456
calibration,12,,32,4972,2.4927852153778076
calibration,12,,33,3779,2.1378939151763916
calibration,12,,34,4553,1.4364241361618042
calibration,12,,35,4505,2.3412528038024902
calibration,12,,36,779,2.7742245197296143
calibration,12,,37,375,2.7064859867095947
calibration,12,,38,3175,2.6874899864196777
calibration,12,,39,1099,2.5170395374298096
calibration,12,,40,3387,3.235151529312134
calibration,12,,41,3081,1.8731813430786133
calibration,12,,42,461,2.3561298847198486
calibration,12,,43,429,2.8274824619293213
calibration,12,,44,2649,2.7677857875823975
calibration,12,,45,1815,2.544400691986084
calibration,12,,46,4318,2.67750883102417
calibration,12,,47,226,2.8351783752441406
calibration,12,,48,4210,2.5227556228637695
calibration,12,,49,892,2.4846925735473633
calibration,12,,50,2021,2.682851791381836
calibration,12,,51,2579,2.2259907722473145
calibration,12,,52,2843,2.7411818504333496
calibration,12,,53,2661,2.073031425476074
calibration,12,,54,426,2.940047025680542
calibration,12,,55,768,3.1748108863830566
calibration,12,,56,2163,2.5815792083740234
calibration,12,,57,2378,2.5554471015930176
calibration,12,,58,1777,3.001673460006714
calibration,12,,59,2019,2.6090683937072754
calibration,12,,60,611,2.66731333732605
calibration,12,,61,1632,2.747346878051758
calibration,12,,62,1668,2.1120944023132324
calibration,12,,63,2131,2.14577317237854
calibration,12,,64,4582,1.0347586870193481
calibration,12,,65,3185,2.3129920959472656
calibration,12,,66,3604,2.45682430267334
calibration,12,,67,2688,2.5233917236328125
calibration,12,,68,1024,2.5835390090942383
calibration,12,,69,3447,2.824223518371582
calibration,12,,70,1624,2.5626931190490723
calibration,12,,71,683,2.1623411178588867
calibration,12,,72,3712,2.7972190380096436
calibration,12,,73,4597,2.064791440963745
calibration,12,,74,2003,2.5088303089141846
calibration,12,,75,38,2.6807546615600586
calibration,12,,76,2557,2.339672088623047
calibration,12,,77,648,2.896543025970459
calibration,12,,78,2091,2.186781644821167
calibration,12,,79,2261,2.9108471870422363
calibration,12,,80,2086,2.8003323078155518
calibration,12,,81,4297,2.797111749649048
calibration,12,,82,3993,2.246180772781372
calibration,12,,83,559,2.4369571208953857
calibration,12,,84,3219,2.947535753250122
calibration,12,,85,3324,2.7400834560394287
calibration,12,,86,4366,2.8222317695617676
calibration,12,,87,323,2.7560877799987793
calibration,12,,88,3151,2.5365025997161865
calibration,12,,89,2912,2.315186023712158
calibration,12,,90,2892,2.9170055389404297
calibration,12,,91,1031,3.101832151412964
calibration,12,,92,2905,1.7641340494155884
calibration,12,,93,1747,2.819045305252075
calibration,12,,94,1426,2.694645404815674
calibration,12,,95,1288,2.495919704437256
calibration,15,,0,720,3.034879684448242
calibration,15,,1,3796,3.040508985519409
calibration,15,,2,2979,2.464726448059082
calibration,15,,3,3195,2.6403651237487793
calibration,15,,4,3348,2.649286985397339
calibration,15,,5,636,2.5572385787963867
calibration,15,,6,655,2.6421844959259033
calibration,15,,7,4470,2.756314277648926
calibration,15,,8,3767,2.411869525909424
calibration,15,,9,1123,2.6236114501953125
calibration,15,,10,1907,2.7239327430725098
calibration,15,,11,4325,2.815847158432007
calibration,15,,12,3374,2.88560152053833
calibration,15,,13,552,2.303370237350464
calibration,15,,14,1983,2.6775805950164795
